customer_id,name,gender,age,city,join_date,membership_tier
154,Dawn Guzman,Male,51,Kolkata,8/21/2025,Platinum
155,Kimberly Sanders,Male,46,Pune,10/15/2025,Platinum
156,Vicki Wise,Female,46,Bangalore,9/2/2024,Gold
157,Jeffrey Valentine,Female,49,Mumbai,8/2/2023,Silver
158,John Mccullough,Female,48,Delhi,5/5/2024,Bronze
159,Colleen Santos,Female,27,Delhi,7/6/2025,Gold
160,Anthony Foster,Female,30,Kolkata,7/1/2024,Platinum
161,Erik Garcia,Male,49,Mumbai,6/12/2024,Gold
162,Mike Jones,Male,36,Mumbai,4/7/2025,Bronze
163,Julie Murphy,Male,25,Bangalore,9/23/2024,Platinum
164,Kurt Frank,Male,32,Delhi,9/2/2024,Platinum
165,Rebecca Gallegos,Female,28,Delhi,7/30/2024,Platinum
166,Matthew Taylor,Male,54,Bangalore,8/27/2025,Bronze
167,Elizabeth Perry,Male,35,Mumbai,10/28/2023,Bronze
168,Jade Miller MD,Female,60,Mumbai,4/5/2025,Bronze
169,Nicole Harris,Male,55,Bangalore,1/19/2023,Silver
170,Angela Roman,Male,26,Bangalore,9/13/2025,Gold
171,April Yoder,Male,36,Mumbai,2/4/2023,Silver
172,Jocelyn Douglas,Female,58,Mumbai,4/28/2023,Gold
173,Rachael Castillo,Female,18,Kolkata,7/31/2025,Platinum
174,Heidi Hall,Female,26,Kolkata,4/22/2024,Gold
175,Joshua James,Female,18,Mumbai,1/5/2025,Gold
176,Scott Santana,Male,39,Bangalore,4/28/2023,Gold
177,Evan Reynolds,Female,51,Mumbai,10/29/2022,Silver
178,Alison Gardner,Female,34,Mumbai,4/25/2024,Bronze
179,Amy Schultz,Female,48,Bangalore,11/16/2023,Gold
180,Raymond Gonzalez,Female,34,Kolkata,5/8/2024,Gold
181,Kenneth Black,Female,52,Pune,8/20/2025,Bronze
182,Brittany Fernandez,Female,39,Pune,2/12/2023,Gold
183,Russell Gonzalez,Male,27,Pune,4/10/2023,Gold
184,John Harris,Male,26,Delhi,9/9/2025,Platinum
185,Anthony Shah,Male,27,Kolkata,1/16/2023,Gold
186,Alicia Perez,Male,49,Pune,7/9/2025,Gold
187,Ryan Williamson,Male,56,Bangalore,5/18/2025,Gold
188,Lee Dunlap,Male,36,Pune,1/13/2023,Platinum
189,Bobby Shaffer,Male,22,Kolkata,2/7/2025,Bronze
190,Daniel Hicks,Female,59,Pune,8/28/2023,Platinum
191,Michelle Zamora,Male,55,Kolkata,5/26/2025,Silver
192,Bryan Sims,Male,50,Mumbai,7/20/2023,Silver
193,Catherine Holland,Male,51,Mumbai,8/31/2024,Platinum
194,Susan Parker,Female,36,Bangalore,7/8/2023,Bronze
195,Kevin Russell,Female,59,Kolkata,2/6/2025,Gold
196,Thomas Cantrell,Male,58,Pune,6/29/2023,Platinum
197,Michael Sampson,Female,56,Delhi,4/6/2025,Gold
198,Jennifer Scott,Female,20,Bangalore,10/10/2024,Gold
199,Jeremy Conley,Female,45,Kolkata,4/2/2024,Silver
200,Jessica Carroll,Female,29,Bangalore,9/15/2023,Silver
201,Heather Madden,Female,18,Delhi,3/17/2025,Silver
202,Roger Weaver,Female,52,Bangalore,3/26/2023,Silver
203,Danny Brooks,Male,51,Delhi,1/4/2024,Gold
204,Jonathan Wheeler,Male,21,Kolkata,3/9/2025,Platinum
205,Kylie White,Male,46,Pune,1/10/2023,Platinum
206,Martin Walls,Male,51,Bangalore,6/5/2024,Bronze
207,Teresa Lee,Female,45,Mumbai,3/6/2023,Gold
208,Virginia Griffin,Female,41,Mumbai,10/7/2025,Bronze
209,Lori Nguyen,Male,60,Kolkata,2/29/2024,Silver
210,Tammy Gray,Male,54,Delhi,6/28/2024,Silver
211,Steven Hayden,Female,52,Pune,1/25/2023,Silver
212,Evelyn Smith,Female,44,Bangalore,2/25/2025,Silver
213,Amy Scott,Male,51,Mumbai,9/29/2025,Bronze
214,Antonio Mahoney,Male,42,Kolkata,3/9/2024,Bronze
215,Donald Mata,Female,32,Bangalore,4/15/2025,Gold
216,Jennifer Johnson,Female,30,Bangalore,8/12/2023,Bronze
217,Joel Reynolds,Female,23,Kolkata,10/9/2023,Bronze
218,Victoria Brown,Male,31,Mumbai,3/6/2023,Gold
219,Scott Jacobs,Female,52,Kolkata,11/1/2022,Platinum
220,Rachel Mack,Male,46,Bangalore,10/5/2024,Platinum
221,Erica Adams,Female,28,Delhi,9/20/2024,Platinum
222,Mary King,Male,41,Pune,12/3/2023,Gold
223,Michael Davis,Male,45,Mumbai,10/18/2025,Platinum
224,Janice Phillips,Male,43,Delhi,7/12/2025,Bronze
225,Linda Young,Male,37,Kolkata,3/4/2024,Bronze
226,Grace Mueller,Female,19,Mumbai,11/3/2023,Platinum
227,Deborah Roberts,Female,19,Bangalore,4/3/2025,Gold
228,William Cook,Female,59,Pune,5/9/2025,Bronze
229,Angel Dawson,Male,23,Pune,4/22/2025,Gold
230,Stephanie Richards,Male,36,Pune,11/21/2024,Bronze
231,Michael Pope,Female,33,Mumbai,11/22/2022,Platinum
232,Jonathan Brown,Female,28,Pune,4/20/2024,Platinum
233,Erica Sexton,Female,31,Bangalore,12/6/2023,Bronze
234,Jessica Holloway,Female,26,Delhi,11/21/2022,Platinum
235,Colleen Butler,Female,52,Kolkata,5/18/2024,Bronze
236,Caroline West,Male,55,Delhi,6/9/2025,Gold
237,Kim Medina,Male,54,Bangalore,10/28/2022,Gold
238,Kevin Terry,Male,54,Mumbai,8/27/2023,Silver
239,David Young,Male,36,Pune,2/28/2024,Silver
240,Joseph Collins,Male,26,Kolkata,8/23/2023,Silver
241,Stacy Scott,Male,58,Pune,10/20/2023,Platinum
242,Whitney Lee,Male,33,Delhi,6/29/2023,Platinum
243,Angela Green,Female,31,Pune,6/25/2025,Bronze
244,Elizabeth Conley,Female,49,Kolkata,7/17/2025,Platinum
245,Sarah Guerrero,Female,60,Mumbai,8/23/2024,Bronze
246,Christopher Suarez,Female,56,Mumbai,10/29/2022,Platinum
247,Jennifer Cook,Female,57,Kolkata,1/1/2025,Bronze
248,Emily Pineda,Female,55,Kolkata,12/9/2022,Bronze
249,Steven White,Female,30,Kolkata,8/6/2024,Silver
250,Samuel Berry,Female,53,Kolkata,6/18/2023,Platinum
251,Danielle Copeland,Female,35,Kolkata,1/16/2025,Gold
252,Caleb Gregory,Male,29,Kolkata,6/20/2023,Platinum
253,Michelle Davenport,Female,39,Pune,9/6/2025,Bronze
254,Sharon Chapman,Female,32,Delhi,12/15/2023,Bronze
255,Kimberly Wright,Male,59,Kolkata,4/5/2023,Silver
256,Hannah Lopez,Female,46,Pune,4/4/2025,Platinum
257,Dr. Richard Griffin,Female,48,Kolkata,11/27/2023,Silver
258,Linda Crawford,Male,42,Mumbai,11/26/2022,Gold
259,Benjamin Sanchez,Female,46,Bangalore,3/1/2023,Silver
260,Tina Compton,Female,55,Pune,3/27/2024,Platinum
261,Robert Crosby,Female,23,Kolkata,2/2/2024,Silver
262,Mrs. Rhonda Miller DDS,Male,24,Bangalore,12/26/2024,Bronze
263,Louis Martinez,Male,41,Delhi,11/18/2023,Platinum
264,Kristen Ellis,Male,53,Bangalore,5/31/2024,Bronze
265,Henry Thomas,Male,22,Bangalore,11/22/2024,Bronze
266,Jo Anderson,Female,46,Delhi,2/3/2025,Silver
267,Clarence Solis,Male,36,Mumbai,6/19/2024,Gold
268,Michael Mccarthy,Male,44,Delhi,11/16/2024,Silver
269,Kristine Shah,Male,21,Delhi,7/5/2025,Silver
270,Kenneth Morris,Female,47,Delhi,10/7/2025,Gold
271,Michael Hobbs,Female,18,Delhi,6/29/2023,Bronze
272,Blake Nguyen DVM,Female,19,Mumbai,2/6/2025,Silver
273,Joseph Mills,Male,34,Mumbai,3/12/2025,Silver
274,Kelly Flores DDS,Female,55,Pune,4/21/2024,Platinum
275,Sara Osborn,Male,25,Delhi,12/3/2024,Bronze
276,Mackenzie Phillips,Male,42,Bangalore,11/12/2023,Gold
277,Ethan Rodriguez,Male,26,Mumbai,4/26/2023,Silver
278,Thomas Lee,Female,33,Delhi,6/11/2024,Gold
279,Vincent Lewis,Female,20,Bangalore,7/30/2025,Platinum
280,Alyssa Grant,Male,35,Delhi,5/16/2024,Platinum
281,Jason Davis,Female,32,Pune,11/28/2023,Bronze
282,Diamond Hill,Female,21,Kolkata,10/30/2024,Platinum
283,Randy Coleman,Male,24,Mumbai,9/18/2025,Gold
284,Joel Miller,Male,36,Pune,5/9/2025,Silver
285,John Preston,Female,58,Pune,2/8/2024,Gold
286,Ronald Sims,Female,47,Pune,12/12/2023,Bronze
287,Jon Ryan,Male,51,Kolkata,5/29/2023,Bronze
288,Sarah Russell,Male,36,Pune,9/11/2024,Silver
289,Sandra Castro,Female,42,Delhi,6/18/2025,Gold
290,Jason Chang,Female,56,Pune,2/11/2025,Gold
291,Nicholas Harrell,Female,58,Kolkata,6/5/2024,Gold
292,David Ritter,Female,50,Delhi,6/17/2023,Silver
293,Denise Young,Male,25,Mumbai,5/7/2025,Silver
294,Kim Mack,Male,34,Bangalore,6/17/2023,Bronze
295,Daniel Harvey,Female,45,Kolkata,6/12/2024,Platinum
296,Mary Rush,Male,40,Bangalore,7/2/2024,Gold
297,Eric Meyer,Female,53,Bangalore,4/12/2023,Gold
298,Robert Wilson,Male,47,Kolkata,2/17/2025,Gold
299,Wanda Cox,Male,47,Delhi,2/19/2025,Bronze
300,Amber Smith,Male,22,Kolkata,3/8/2025,Bronze
301,Jessica Watson,Female,57,Delhi,3/23/2023,Silver
302,Samantha Sullivan,Male,30,Mumbai,4/25/2023,Bronze
303,Brianna Sweeney,Female,33,Pune,4/2/2024,Gold
304,Amanda Allen,Female,33,Mumbai,8/21/2025,Bronze
305,Ian Kane,Male,44,Mumbai,2/1/2023,Bronze
306,Marie Johnson,Male,30,Delhi,4/5/2023,Gold
307,Linda Bradshaw,Female,50,Delhi,8/2/2024,Bronze
308,Shawna Jackson,Male,60,Bangalore,4/6/2025,Silver
309,Janice Steele,Male,41,Kolkata,7/9/2024,Silver
310,Theresa Arroyo,Male,22,Kolkata,9/12/2023,Gold
311,Amanda Benson,Male,43,Delhi,2/1/2025,Gold
312,Michael Cohen,Female,55,Bangalore,4/2/2023,Silver
313,Katie Lopez,Female,48,Bangalore,5/12/2023,Silver
314,Kimberly Wheeler,Male,44,Delhi,3/10/2023,Silver
315,Randy Gonzalez,Male,29,Delhi,10/24/2024,Silver
316,Marvin Hernandez,Female,58,Pune,4/17/2024,Gold
317,Brian Jones MD,Male,53,Delhi,4/25/2025,Silver
318,Anthony Lewis,Female,25,Delhi,7/20/2025,Bronze
319,Leslie Hill,Female,44,Delhi,8/16/2023,Bronze
320,Deborah Jackson,Male,43,Mumbai,5/5/2024,Gold
321,Kathleen Greer,Female,51,Kolkata,3/24/2025,Bronze
322,Rickey Medina,Female,19,Kolkata,3/29/2023,Silver
323,Kathryn Jordan,Female,48,Delhi,11/18/2022,Bronze
324,Alexis White,Male,33,Mumbai,8/24/2023,Bronze
325,Kristine Grant,Female,42,Kolkata,1/14/2023,Silver
326,Diana Ross,Male,50,Kolkata,9/11/2024,Platinum
327,Edwin Gomez,Female,57,Pune,11/25/2023,Bronze
328,Kimberly Valencia,Female,58,Delhi,3/24/2024,Gold
329,Casey Arnold,Female,23,Pune,8/11/2025,Silver
330,Katherine Patterson,Male,31,Kolkata,12/26/2024,Bronze
331,Patrick Thomas,Male,46,Kolkata,7/29/2024,Gold
332,Nicole Lee,Female,18,Mumbai,5/6/2023,Gold
333,Kelly Lee MD,Female,33,Kolkata,10/13/2025,Gold
334,Jennifer Meza,Female,24,Bangalore,9/10/2023,Bronze
335,Amanda Graves,Female,45,Kolkata,10/14/2025,Platinum
336,Lori Farley,Female,48,Bangalore,8/17/2024,Bronze
337,Susan Richardson,Female,27,Bangalore,7/12/2023,Gold
338,Stephanie Wheeler,Female,47,Delhi,10/28/2024,Platinum
339,Jacob Cameron,Male,26,Pune,10/7/2024,Silver
340,Robin Patel,Female,37,Bangalore,4/11/2025,Silver
341,Kayla Collins,Female,39,Bangalore,7/27/2024,Bronze
342,Danielle Lawrence,Male,33,Kolkata,2/23/2024,Gold
343,Rachel Warren,Male,24,Mumbai,9/23/2025,Gold
344,Andrew Barron,Male,25,Delhi,3/1/2024,Silver
345,Mary Miller,Male,42,Delhi,4/10/2024,Bronze
346,Alexandria Molina,Female,48,Kolkata,12/12/2022,Bronze
347,Andrew Sanchez,Male,51,Bangalore,10/10/2025,Platinum
348,Jason Munoz,Male,53,Pune,6/13/2024,Platinum
349,Eric Thompson,Male,57,Mumbai,3/24/2024,Platinum
350,Teresa Warren,Female,38,Delhi,9/11/2023,Bronze
351,Nathan Walker,Male,19,Pune,11/20/2023,Platinum
352,Brad Wilson,Female,41,Bangalore,6/22/2024,Silver
353,Thomas Greene,Female,23,Kolkata,2/16/2023,Platinum
354,Ryan Grant,Female,28,Pune,9/4/2025,Silver
355,Brandon Cruz,Female,46,Pune,6/26/2024,Bronze
356,Debbie Munoz,Female,51,Delhi,3/3/2023,Platinum
357,Samantha Zuniga,Female,37,Kolkata,8/28/2025,Platinum
358,Anthony Mckinney,Female,24,Bangalore,11/7/2022,Gold
359,Juan Hill,Male,34,Pune,1/20/2023,Bronze
360,Russell Wilson,Male,44,Bangalore,11/2/2022,Bronze
361,John Brown,Male,23,Pune,12/30/2022,Bronze
362,Barbara Wong,Female,43,Pune,9/12/2023,Platinum
363,Jenna Clark,Female,33,Bangalore,1/25/2025,Bronze
364,Scott Nelson,Male,24,Delhi,10/12/2023,Platinum
365,Sarah Ford,Male,29,Kolkata,8/9/2024,Silver
366,Veronica Thompson,Female,58,Delhi,4/13/2025,Bronze
367,Justin Walker,Female,34,Kolkata,2/5/2024,Gold
368,Tina Bailey,Female,34,Mumbai,2/24/2024,Gold
369,Richard Santos,Male,51,Bangalore,1/8/2023,Bronze
370,Megan Powell,Female,53,Delhi,6/13/2025,Gold
371,Danielle Gillespie,Male,58,Pune,10/15/2023,Gold
372,Brittany Schaefer,Female,54,Kolkata,9/24/2024,Silver
373,Toni Rodriguez,Female,59,Mumbai,6/22/2025,Platinum
374,Paige Sexton,Male,24,Bangalore,7/28/2023,Platinum
375,Rachel Doyle,Female,21,Kolkata,2/12/2024,Silver
376,Jeremy Cooper,Female,20,Delhi,3/11/2025,Gold
377,Wendy Carlson,Female,53,Delhi,7/2/2025,Bronze
378,Bruce Smith,Female,57,Mumbai,1/25/2023,Gold
379,Andrew Wallace,Female,52,Delhi,2/11/2023,Bronze
380,Richard Ford,Male,44,Bangalore,7/18/2024,Gold
381,Krista Frederick,Female,45,Delhi,2/4/2024,Bronze
382,Angela Moore,Female,29,Kolkata,2/16/2025,Silver
383,Carl Reed,Female,40,Delhi,6/28/2023,Bronze
384,Kristina Eaton,Male,24,Kolkata,9/20/2024,Bronze
385,Daniel Guzman,Female,23,Kolkata,3/10/2023,Silver
386,Latoya French,Male,39,Kolkata,12/4/2024,Gold
387,Steven Graham,Male,45,Kolkata,12/5/2022,Bronze
388,Ricardo English,Female,48,Mumbai,5/18/2023,Platinum
389,Heather Lee,Female,44,Kolkata,2/12/2023,Gold
390,Alyssa Garner,Male,46,Kolkata,1/16/2024,Bronze
391,Jeffrey Murray,Male,28,Bangalore,10/10/2025,Gold
392,Anthony Stanley,Female,18,Mumbai,9/28/2024,Bronze
393,Michael Austin,Male,31,Bangalore,1/28/2025,Gold
394,Thomas Moore,Male,34,Delhi,3/2/2023,Platinum
395,Carrie Ortiz,Female,53,Kolkata,7/28/2025,Silver
396,Lance Yu,Male,25,Bangalore,3/25/2025,Silver
397,Calvin Dean,Male,50,Mumbai,3/2/2023,Bronze
398,Virginia Curtis,Male,26,Mumbai,8/12/2025,Gold
399,Joseph Johnson,Female,38,Kolkata,4/26/2025,Silver
400,Sean Hutchinson,Female,32,Delhi,10/14/2023,Platinum
401,Carl Bautista,Female,26,Delhi,8/10/2024,Silver
402,Christina Jackson,Female,25,Pune,3/13/2024,Silver
403,Gregory Peterson,Male,35,Pune,2/10/2023,Platinum
404,Jacqueline Robinson,Male,36,Kolkata,4/14/2023,Bronze
405,Emily Johnson,Female,19,Bangalore,10/14/2025,Bronze
406,Jenna Jacobson,Female,54,Delhi,2/5/2024,Platinum
407,Justin Foley,Male,47,Mumbai,4/26/2025,Gold
408,Donald Davis,Male,21,Mumbai,12/4/2024,Gold
409,Jennifer Orozco MD,Male,19,Bangalore,6/29/2024,Bronze
410,Bonnie Rodriguez,Female,18,Pune,6/23/2024,Bronze
411,Jennifer Morgan,Male,41,Bangalore,10/30/2024,Gold
412,Marie Brown,Female,32,Delhi,3/17/2024,Gold
413,Christina Mcintosh,Male,43,Bangalore,4/18/2023,Platinum
414,Elizabeth Nelson,Female,36,Pune,7/10/2023,Bronze
415,Brian Kim,Female,24,Delhi,4/30/2023,Platinum
416,Kathleen Gibson,Female,20,Delhi,4/20/2023,Bronze
417,Angela Brown,Female,56,Bangalore,11/6/2023,Silver
418,Brandon Mills,Male,28,Kolkata,3/25/2025,Gold
419,Amber Reynolds,Male,22,Kolkata,5/2/2025,Gold
420,Gregory Howard,Male,20,Pune,1/25/2024,Silver
421,Jeremy Martin,Female,53,Mumbai,3/11/2024,Silver
422,Dakota Warren,Female,51,Delhi,9/8/2025,Silver
423,Regina Gray,Female,49,Kolkata,5/13/2025,Gold
424,Krystal Smith,Female,37,Kolkata,2/24/2024,Platinum
425,Jon Dorsey,Female,26,Delhi,1/14/2024,Gold
426,Barbara Newton,Male,20,Delhi,2/17/2024,Platinum
427,Dana Ward,Male,53,Pune,6/15/2025,Platinum
428,Angela Ayala,Male,55,Bangalore,6/12/2023,Silver
429,Nancy Watkins,Female,27,Mumbai,12/15/2022,Gold
430,Jeffrey Black,Male,59,Delhi,6/30/2025,Silver
431,Tony Deleon,Female,55,Kolkata,2/26/2024,Gold
